usuario_id,fecha_registro,pais,ciudad,edad,segmento_edad,genero,canal_adquisicion
U01098,2023-05-02,México,Ciudad de México,46,45-54,Femenino,Publicidad digital
U01099,2023-11-12,Ecuador,Guayaquil,27,25-34,Masculino,Publicidad digital
U01100,2023-05-30,Colombia,Barranquilla,30,25-34,Masculino,Orgánico
U01101,2025-01-30,Chile,Valparaíso,41,35-44,Masculino,Orgánico
U01102,2024-01-07,Perú,Cusco,36,35-44,Masculino,Publicidad digital
U01103,2024-04-29,México,Ciudad de México,49,45-54,Masculino,Orgánico
U01104,2023-04-24,Perú,Lima,18,18-24,Masculino,Referido
U01105,2025-09-05,Perú,Arequipa,43,35-44,Masculino,Orgánico
U01106,2024-05-26,España,Madrid,47,45-54,Masculino,Publicidad digital
U01107,2025-08-24,Chile,Santiago,29,25-34,Masculino,Publicidad digital
U01108,2023-03-05,Chile,Valparaíso,43,35-44,Prefiere no indicar,Orgánico
U01109,2025-07-15,Chile,La Serena,27,25-34,Femenino,Publicidad digital
U01110,2024-12-22,Colombia,Medellín,42,35-44,Masculino,Redes sociales
U01111,2025-05-01,Colombia,Cali,26,25-34,Masculino,Referido
U01112,2024-04-06,México,Guadalajara,23,18-24,Femenino,Publicidad digital
U01113,2024-11-21,Perú,Arequipa,27,25-34,Femenino,Redes sociales
U01114,2024-03-11,Argentina,Córdoba,20,18-24,Masculino,Redes sociales
U01115,2024-08-07,Chile,Temuco,22,18-24,Masculino,Orgánico
U01116,2024-04-26,Perú,Lima,26,25-34,Femenino,Orgánico
U01117,2023-10-24,Colombia,Barranquilla,50,45-54,Masculino,Alianza comercial
U01118,2025-09-24,Argentina,Buenos Aires,34,25-34,Masculino,Referido
U01119,2024-03-09,Perú,Trujillo,18,18-24,Femenino,Orgánico
U01120,2025-05-21,Perú,Cusco,54,45-54,Masculino,Publicidad digital
U01121,2025-02-18,Chile,Santiago,38,35-44,Masculino,Redes sociales
U01122,2023-08-20,México,Ciudad de México,44,35-44,Femenino,Publicidad digital
U01123,2024-02-21,Chile,Santiago,29,25-34,Masculino,Orgánico
U01124,2025-01-15,México,Ciudad de México,48,45-54,Masculino,Orgánico
U01125,2023-10-11,Argentina,Mendoza,33,25-34,Femenino,Publicidad digital
U01126,2023-11-02,Chile,Santiago,68,55+,Femenino,Publicidad digital
U01127,2025-07-28,España,Sevilla,37,35-44,Masculino,Publicidad digital
U01128,2025-10-13,Chile,Temuco,35,35-44,Masculino,Orgánico
U01129,2024-02-20,Colombia,Barranquilla,37,35-44,Femenino,Orgánico
U01130,2023-07-12,Colombia,Medellín,47,45-54,Masculino,Orgánico
U01131,2025-05-21,Argentina,Mendoza,21,18-24,Masculino,Referido
U01132,2025-07-01,Perú,Cusco,37,35-44,Femenino,Referido
U01133,2024-05-16,Perú,Trujillo,26,25-34,Masculino,Referido
U01134,2023-08-29,México,Monterrey,23,18-24,Masculino,Redes sociales
U01135,2023-06-25,España,Barcelona,38,35-44,Masculino,Referido
U01136,2023-09-01,México,Ciudad de México,32,25-34,Femenino,Publicidad digital
U01137,2025-01-18,Colombia,Medellín,48,45-54,Femenino,Redes sociales
U01138,2024-06-27,Perú,Arequipa,46,45-54,Femenino,Publicidad digital
U01139,2024-05-23,Chile,Santiago,31,25-34,Femenino,Referido
U01140,2024-07-13,México,Ciudad de México,34,25-34,Masculino,Publicidad digital
U01141,2023-07-20,España,Sevilla,19,18-24,Femenino,Redes sociales
U01142,2024-10-11,Ecuador,Cuenca,18,18-24,Femenino,Orgánico
U01143,2024-05-25,Argentina,Córdoba,31,25-34,Masculino,Referido
U01144,2023-01-17,Perú,Cusco,27,25-34,Masculino,Publicidad digital
U01145,2023-12-27,Chile,La Serena,23,18-24,Masculino,Orgánico
U01146,2023-10-18,Argentina,Mendoza,18,18-24,Masculino,Alianza comercial
U01147,2025-07-24,México,Monterrey,36,35-44,Masculino,Referido
U01148,2025-09-12,Chile,Santiago,36,35-44,Masculino,Redes sociales
U01149,2023-06-15,Argentina,Rosario,37,35-44,Masculino,Publicidad digital
U01150,2023-08-22,México,Ciudad de México,23,18-24,Masculino,Orgánico
U01151,2025-07-14,Chile,Santiago,31,25-34,Masculino,Alianza comercial
U01152,2024-11-22,Chile,La Serena,27,25-34,Femenino,Redes sociales
U01153,2023-11-01,España,Barcelona,51,45-54,Masculino,Redes sociales
U01154,2023-07-15,España,Madrid,52,45-54,Femenino,Referido
U01155,2025-04-02,Colombia,Medellín,45,45-54,Masculino,Orgánico
U01156,2023-05-04,Chile,Santiago,18,18-24,Femenino,Publicidad digital
U01157,2024-08-01,Chile,Valparaíso,56,55+,Femenino,Redes sociales
U01158,2023-02-25,Chile,Concepción,31,25-34,Masculino,Orgánico
U01159,2025-10-11,Colombia,Barranquilla,18,18-24,Masculino,Referido
U01160,2025-02-26,Chile,Concepción,46,45-54,Masculino,Referido
U01161,2024-08-13,Perú,Lima,44,35-44,Masculino,Redes sociales
U01162,2025-11-25,Chile,Temuco,30,25-34,Masculino,Redes sociales
U01163,2024-08-03,Argentina,Rosario,18,18-24,Masculino,Referido
U01164,2023-06-15,España,Sevilla,18,18-24,Masculino,Referido
U01165,2024-12-21,España,Barcelona,35,35-44,Masculino,Orgánico
U01166,2023-08-09,España,Barcelona,41,35-44,Masculino,Referido
U01167,2023-01-19,Argentina,Rosario,39,35-44,Masculino,Publicidad digital
U01168,2024-09-19,México,Ciudad de México,30,25-34,Femenino,Referido
U01169,2025-05-30,Colombia,Medellín,29,25-34,Masculino,Publicidad digital
U01170,2023-10-13,Argentina,Mendoza,29,25-34,Masculino,Alianza comercial
U01171,2023-08-04,México,Guadalajara,52,45-54,Masculino,Redes sociales
U01172,2024-11-27,España,Madrid,20,18-24,Masculino,Orgánico
U01173,2024-10-11,Chile,La Serena,38,35-44,Femenino,Alianza comercial
U01174,2024-10-25,Ecuador,Quito,45,45-54,Femenino,Publicidad digital
U01175,2023-12-15,Chile,Temuco,51,45-54,Masculino,Publicidad digital
U01176,2023-05-07,Colombia,Barranquilla,33,25-34,Masculino,Orgánico
U01177,2024-09-20,México,Monterrey,34,25-34,Masculino,Referido
U01178,2024-10-10,México,Guadalajara,53,45-54,Femenino,Publicidad digital
U01179,2024-12-05,Chile,Concepción,18,18-24,Femenino,Redes sociales
U01180,2023-09-21,Perú,Lima,27,25-34,Masculino,Publicidad digital
U01181,2025-08-26,Chile,Temuco,18,18-24,Femenino,Orgánico
U01182,2024-03-08,Chile,Valparaíso,36,35-44,Masculino,Redes sociales
U01183,2025-04-13,España,Barcelona,30,25-34,Femenino,Publicidad digital
U01184,2024-11-18,Perú,Lima,44,35-44,Masculino,Redes sociales
U01185,2023-05-16,Chile,Santiago,39,35-44,Femenino,Referido
U01186,2024-07-05,Chile,Temuco,47,45-54,Masculino,Orgánico
U01187,2024-07-10,Argentina,Buenos Aires,44,35-44,Masculino,Redes sociales
U01188,2025-06-05,Perú,Arequipa,23,18-24,Femenino,Orgánico
U01189,2024-05-19,México,Ciudad de México,18,18-24,Masculino,Publicidad digital
U01190,2024-02-25,Perú,Lima,33,25-34,Prefiere no indicar,Referido
U01191,2025-10-19,México,Ciudad de México,29,25-34,Prefiere no indicar,Redes sociales
U01192,2023-01-16,Chile,La Serena,53,45-54,Masculino,Orgánico
U01193,2023-12-01,Ecuador,Guayaquil,49,45-54,Femenino,Orgánico
U01194,2025-11-01,Chile,Valparaíso,27,25-34,Femenino,Alianza comercial
U01195,2023-06-24,México,Guadalajara,30,25-34,Masculino,Redes sociales
U01196,2023-01-24,México,Guadalajara,37,35-44,Femenino,Publicidad digital
U01197,2025-01-25,Colombia,Bogotá,19,18-24,Masculino,Orgánico
U01198,2025-07-05,Chile,Concepción,35,35-44,Prefiere no indicar,Redes sociales
U01199,2023-12-03,Colombia,Cali,33,25-34,Masculino,Orgánico
U01200,2023-01-25,Chile,Santiago,23,18-24,Femenino,Publicidad digital
U01201,2024-12-18,México,Guadalajara,38,35-44,Masculino,Redes sociales
U01202,2024-05-13,España,Valencia,35,35-44,Masculino,Orgánico
U01203,2023-09-27,Perú,Trujillo,46,45-54,Femenino,Redes sociales
U01204,2024-09-25,Argentina,Córdoba,18,18-24,Femenino,Publicidad digital
U01205,2025-10-15,Chile,Concepción,40,35-44,Masculino,Alianza comercial
U01206,2025-11-26,Chile,La Serena,34,25-34,No binario,Orgánico
U01207,2024-01-01,Chile,Valparaíso,21,18-24,Femenino,Orgánico
U01208,2024-11-19,Chile,Temuco,24,18-24,Femenino,Referido
U01209,2025-08-27,Perú,Arequipa,40,35-44,Femenino,Publicidad digital
U01210,2023-03-28,Colombia,Cali,32,25-34,Femenino,Redes sociales
U01211,2023-11-11,Chile,Temuco,26,25-34,Masculino,Publicidad digital
U01212,2024-04-24,Colombia,Cali,35,35-44,Masculino,Orgánico
U01213,2023-09-22,Chile,Temuco,42,35-44,Femenino,Orgánico
U01214,2024-09-13,Perú,Arequipa,31,25-34,Femenino,Referido
U01215,2023-09-23,Ecuador,Quito,31,25-34,Masculino,Publicidad digital
U01216,2025-02-18,España,Madrid,55,55+,Masculino,Publicidad digital
U01217,2023-07-06,Perú,Arequipa,36,35-44,Femenino,Redes sociales
U01218,2023-05-08,Perú,Trujillo,18,18-24,Femenino,Orgánico
U01219,2025-09-12,Chile,Temuco,47,45-54,Femenino,Referido
U01220,2023-10-27,Colombia,Bogotá,18,18-24,Masculino,Publicidad digital
U01221,2024-01-29,Chile,Valparaíso,44,35-44,Femenino,Redes sociales
U01222,2024-11-24,Chile,Valparaíso,31,25-34,Femenino,Referido
U01223,2024-09-12,México,Puebla,40,35-44,Masculino,Publicidad digital
U01224,2023-03-09,Chile,Concepción,24,18-24,Masculino,Orgánico
U01225,2024-02-10,España,Barcelona,33,25-34,Masculino,Publicidad digital
U01226,2024-02-26,Chile,Concepción,28,25-34,Masculino,Publicidad digital
U01227,2024-05-15,Argentina,Mendoza,47,45-54,Masculino,Orgánico
U01228,2023-07-07,México,Puebla,34,25-34,Masculino,Publicidad digital
U01229,2023-04-20,Chile,La Serena,27,25-34,Femenino,Orgánico
U01230,2025-10-11,Colombia,Bogotá,42,35-44,Masculino,Alianza comercial
U01231,2023-04-15,Perú,Trujillo,33,25-34,Femenino,Orgánico
U01232,2024-02-06,Perú,Trujillo,28,25-34,Masculino,Referido
U01233,2023-11-22,México,Ciudad de México,29,25-34,Femenino,Orgánico
U01234,2025-08-17,Colombia,Bogotá,20,18-24,Femenino,Orgánico
U01235,2025-11-14,Colombia,Medellín,28,25-34,Masculino,Alianza comercial
U01236,2023-12-26,Ecuador,Guayaquil,32,25-34,Femenino,Referido
U01237,2024-09-02,España,Valencia,56,55+,Prefiere no indicar,Orgánico
U01238,2024-04-20,España,Sevilla,32,25-34,Masculino,Referido
U01239,2025-07-09,España,Sevilla,41,35-44,Masculino,Redes sociales
U01240,2023-05-16,México,Guadalajara,43,35-44,Masculino,Orgánico
U01241,2023-01-10,Perú,Arequipa,18,18-24,Femenino,Publicidad digital
U01242,2023-07-06,Ecuador,Guayaquil,39,35-44,Femenino,Redes sociales
U01243,2025-11-03,Chile,Valparaíso,53,45-54,Masculino,Redes sociales
U01244,2024-11-20,Chile,La Serena,18,18-24,Masculino,Alianza comercial
U01245,2024-07-07,Chile,Santiago,55,55+,Femenino,Redes sociales
U01246,2024-10-18,Perú,Lima,36,35-44,Femenino,Referido
U01247,2023-04-02,España,Madrid,49,45-54,Femenino,Redes sociales
U01248,2023-09-19,España,Barcelona,18,18-24,Masculino,Publicidad digital
U01249,2025-02-26,México,Puebla,36,35-44,Femenino,Orgánico
U01250,2023-03-31,Ecuador,Quito,43,35-44,Femenino,Orgánico
U01251,2024-01-28,Chile,La Serena,52,45-54,Femenino,Orgánico
U01252,2023-09-23,Colombia,Medellín,33,25-34,Femenino,Orgánico
U01253,2023-03-12,Chile,Concepción,29,25-34,Masculino,Publicidad digital
U01254,2024-11-18,Perú,Arequipa,18,18-24,Femenino,Publicidad digital
U01255,2025-01-31,Colombia,Bogotá,33,25-34,Femenino,Publicidad digital
U01256,2023-05-22,España,Sevilla,24,18-24,Femenino,Referido
U01257,2023-11-26,Chile,Concepción,36,35-44,Femenino,Redes sociales
U01258,2024-04-17,Chile,Valparaíso,42,35-44,Masculino,Publicidad digital
U01259,2024-11-18,Chile,Santiago,41,35-44,Femenino,Redes sociales
U01260,2025-01-16,España,Sevilla,50,45-54,Masculino,Orgánico
U01261,2024-05-12,Argentina,Mendoza,27,25-34,Femenino,Publicidad digital
U01262,2023-02-13,Chile,Concepción,37,35-44,Femenino,Orgánico
U01263,2023-07-25,Chile,Santiago,46,45-54,Femenino,Redes sociales
U01264,2025-05-29,Chile,Temuco,33,25-34,Masculino,Publicidad digital
U01265,2023-07-26,Argentina,Córdoba,18,18-24,Masculino,Publicidad digital
U01266,2025-05-13,Chile,Concepción,24,18-24,Femenino,Orgánico
U01267,2025-03-06,Chile,La Serena,36,35-44,Masculino,Alianza comercial
U01268,2024-12-08,Chile,Santiago,23,18-24,Femenino,Alianza comercial
U01269,2025-09-06,Chile,Santiago,18,18-24,Femenino,Redes sociales
U01270,2024-08-14,Colombia,Barranquilla,37,35-44,Masculino,Referido
U01271,2025-08-15,México,Monterrey,34,25-34,Femenino,Referido
U01272,2024-03-03,México,Guadalajara,18,18-24,Masculino,Orgánico
U01273,2025-05-27,Perú,Cusco,33,25-34,Masculino,Referido
U01274,2024-09-02,México,Monterrey,50,45-54,Masculino,Referido
U01275,2024-06-22,Colombia,Medellín,30,25-34,Masculino,Orgánico
U01276,2025-03-26,Ecuador,Quito,30,25-34,Femenino,Publicidad digital
U01277,2023-06-27,Colombia,Barranquilla,22,18-24,Femenino,Orgánico
U01278,2024-12-25,España,Valencia,43,35-44,Masculino,Redes sociales
U01279,2024-02-25,México,Guadalajara,23,18-24,Masculino,Orgánico
U01280,2023-01-28,Perú,Cusco,49,45-54,Femenino,Orgánico
U01281,2023-10-28,Perú,Trujillo,39,35-44,Femenino,Publicidad digital
U01282,2025-08-03,Argentina,Mendoza,48,45-54,Femenino,Publicidad digital
U01283,2025-06-11,Chile,Valparaíso,36,35-44,Femenino,Publicidad digital
U01284,2023-02-07,Chile,Concepción,41,35-44,Femenino,Orgánico
U01285,2023-12-22,México,Monterrey,27,25-34,Femenino,Referido
U01286,2024-08-31,Chile,La Serena,30,25-34,Masculino,Alianza comercial
U01287,2025-09-21,Perú,Lima,33,25-34,Masculino,Publicidad digital
U01288,2025-11-16,Perú,Arequipa,49,45-54,Femenino,Orgánico
U01289,2023-10-18,Chile,La Serena,21,18-24,Masculino,Publicidad digital
U01290,2024-06-06,México,Ciudad de México,35,35-44,Masculino,Orgánico
U01291,2025-11-22,Colombia,Barranquilla,34,25-34,Femenino,Referido
U01292,2024-12-16,Argentina,Mendoza,36,35-44,Masculino,Referido
U01293,2025-02-03,México,Ciudad de México,29,25-34,Femenino,Publicidad digital
U01294,2025-01-20,Argentina,Rosario,29,25-34,Femenino,Publicidad digital
U01295,2024-11-12,Argentina,Rosario,24,18-24,Femenino,Alianza comercial
U01296,2023-09-03,Argentina,Córdoba,63,55+,Femenino,Redes sociales
U01297,2025-11-02,Argentina,Buenos Aires,18,18-24,Masculino,Publicidad digital
U01298,2024-08-27,Colombia,Barranquilla,41,35-44,Masculino,Publicidad digital
U01299,2023-07-01,Chile,Santiago,30,25-34,Femenino,Redes sociales
U01300,2023-06-05,España,Valencia,35,35-44,Masculino,Redes sociales
U01301,2024-06-26,Argentina,Rosario,21,18-24,Femenino,Referido
U01302,2025-04-17,Chile,La Serena,27,25-34,Femenino,Referido
U01303,2024-01-17,Colombia,Bogotá,30,25-34,Masculino,Redes sociales
U01304,2025-10-03,Perú,Cusco,46,45-54,Femenino,Publicidad digital
U01305,2025-06-11,Argentina,Rosario,35,35-44,Masculino,Referido
U01306,2024-10-06,Chile,Santiago,32,25-34,Femenino,Redes sociales
U01307,2025-06-16,México,Ciudad de México,20,18-24,Femenino,Publicidad digital
U01308,2025-10-12,México,Ciudad de México,18,18-24,Masculino,Publicidad digital
U01309,2024-01-08,Chile,La Serena,30,25-34,Prefiere no indicar,Orgánico
U01310,2023-08-05,México,Guadalajara,37,35-44,Masculino,Redes sociales
U01311,2024-07-17,México,Puebla,18,18-24,Prefiere no indicar,Orgánico
U01312,2024-02-09,México,Monterrey,30,25-34,Femenino,Orgánico
U01313,2023-11-08,Argentina,Mendoza,43,35-44,Femenino,Redes sociales
U01314,2024-04-05,Perú,Lima,20,18-24,Prefiere no indicar,Orgánico
U01315,2023-12-14,Argentina,Córdoba,58,55+,Masculino,Orgánico
U01316,2024-10-04,Colombia,Barranquilla,31,25-34,Masculino,Redes sociales
U01317,2025-10-19,Chile,Temuco,22,18-24,Femenino,Orgánico
U01318,2025-04-28,Chile,La Serena,39,35-44,Femenino,Publicidad digital
U01319,2025-08-01,México,Puebla,48,45-54,Femenino,Redes sociales
U01320,2025-04-06,Argentina,Buenos Aires,44,35-44,Masculino,Alianza comercial
U01321,2024-09-26,Colombia,Medellín,30,25-34,Masculino,Redes sociales
U01322,2024-11-06,Colombia,Bogotá,28,25-34,Femenino,Orgánico
U01323,2025-10-30,Chile,Santiago,51,45-54,Masculino,Orgánico
U01324,2023-03-01,Ecuador,Guayaquil,45,45-54,Femenino,Referido
U01325,2025-06-03,Argentina,Córdoba,30,25-34,Femenino,Publicidad digital
U01326,2023-12-14,España,Barcelona,29,25-34,Femenino,Redes sociales
U01327,2024-11-09,Ecuador,Cuenca,50,45-54,Femenino,Orgánico
U01328,2025-08-16,Chile,La Serena,18,18-24,Femenino,Publicidad digital
U01329,2023-12-17,España,Barcelona,18,18-24,Femenino,Alianza comercial
U01330,2023-10-16,Chile,Temuco,31,25-34,Femenino,Publicidad digital
U01331,2024-07-09,Chile,Valparaíso,30,25-34,Femenino,Publicidad digital
U01332,2024-08-25,México,Puebla,26,25-34,Femenino,Publicidad digital
U01333,2024-04-02,España,Barcelona,31,25-34,Masculino,Redes sociales
U01334,2023-11-04,Perú,Cusco,20,18-24,Femenino,Publicidad digital
U01335,2024-08-08,México,Puebla,49,45-54,Masculino,Referido
U01336,2024-08-15,Chile,La Serena,44,35-44,Masculino,Orgánico
U01337,2025-01-30,Argentina,Mendoza,25,25-34,Masculino,Referido
U01338,2023-09-09,Perú,Lima,41,35-44,Femenino,Referido
U01339,2025-10-15,Perú,Lima,32,25-34,No binario,Redes sociales
U01340,2024-02-11,México,Guadalajara,47,45-54,Femenino,Redes sociales
U01341,2024-08-03,Argentina,Buenos Aires,20,18-24,Masculino,Referido
U01342,2024-06-04,Chile,La Serena,30,25-34,Femenino,Orgánico
U01343,2025-10-24,Chile,La Serena,28,25-34,Masculino,Redes sociales
U01344,2024-01-10,Chile,Concepción,35,35-44,Femenino,Orgánico
U01345,2025-11-27,Chile,Santiago,22,18-24,Femenino,Referido
U01346,2024-11-19,Perú,Cusco,30,25-34,Femenino,Referido
U01347,2023-10-25,Perú,Trujillo,21,18-24,Femenino,Alianza comercial
U01348,2024-06-21,España,Barcelona,46,45-54,Masculino,Referido
U01349,2024-05-28,Perú,Trujillo,37,35-44,Femenino,Orgánico
U01350,2024-08-19,Chile,La Serena,24,18-24,Masculino,Referido
U01351,2025-01-07,Chile,Temuco,24,18-24,Masculino,Redes sociales
U01352,2025-04-11,Chile,Concepción,31,25-34,Femenino,Publicidad digital
U01353,2024-01-16,México,Ciudad de México,46,45-54,Masculino,Publicidad digital
U01354,2023-02-14,México,Guadalajara,41,35-44,Masculino,Orgánico
U01355,2025-10-12,Chile,La Serena,30,25-34,Femenino,Redes sociales
U01356,2024-01-26,Colombia,Medellín,45,45-54,Femenino,Redes sociales
U01357,2024-08-10,Ecuador,Quito,48,45-54,Femenino,Referido
U01358,2025-09-15,Chile,Valparaíso,36,35-44,Femenino,Redes sociales
U01359,2024-03-06,Chile,Valparaíso,21,18-24,Masculino,Orgánico
U01360,2024-12-06,Chile,Santiago,23,18-24,Masculino,Referido
U01361,2025-09-20,México,Ciudad de México,18,18-24,Femenino,Orgánico
U01362,2023-01-17,México,Ciudad de México,37,35-44,Femenino,Publicidad digital
U01363,2024-06-12,México,Guadalajara,53,45-54,Femenino,Orgánico
U01364,2023-03-27,Chile,Santiago,55,55+,Femenino,Redes sociales
U01365,2024-06-10,Chile,Concepción,18,18-24,Masculino,Orgánico
U01366,2023-11-12,Ecuador,Cuenca,27,25-34,Masculino,Referido
U01367,2024-07-24,Argentina,Rosario,19,18-24,Femenino,Orgánico
U01368,2024-10-31,Ecuador,Cuenca,38,35-44,Femenino,Orgánico
U01369,2025-11-19,Chile,La Serena,36,35-44,Femenino,Alianza comercial
U01370,2025-10-19,España,Valencia,19,18-24,Masculino,Publicidad digital
U01371,2024-03-02,Chile,Santiago,33,25-34,Femenino,Redes sociales
U01372,2024-08-21,Perú,Lima,18,18-24,Masculino,Orgánico
U01373,2023-11-05,Perú,Arequipa,43,35-44,Masculino,Publicidad digital
U01374,2024-08-12,Argentina,Córdoba,18,18-24,Masculino,Redes sociales
U01375,2024-09-23,España,Valencia,36,35-44,Masculino,Orgánico
U01376,2024-04-22,Ecuador,Quito,35,35-44,Femenino,Redes sociales
U01377,2023-06-08,Chile,Concepción,36,35-44,Masculino,Redes sociales
U01378,2024-01-21,México,Ciudad de México,30,25-34,Femenino,Redes sociales
U01379,2025-01-15,España,Valencia,18,18-24,Masculino,Redes sociales
U01380,2025-01-06,España,Valencia,41,35-44,Femenino,Orgánico
U01381,2024-08-18,Chile,Temuco,55,55+,Femenino,Orgánico
U01382,2023-01-18,Ecuador,Quito,24,18-24,Femenino,Referido
U01383,2023-01-15,México,Puebla,28,25-34,Masculino,Orgánico
U01384,2024-12-12,Chile,Temuco,47,45-54,Masculino,Alianza comercial
U01385,2024-03-04,Argentina,Mendoza,18,18-24,Masculino,Redes sociales
U01386,2023-08-09,España,Barcelona,42,35-44,Masculino,Redes sociales
U01387,2025-04-30,México,Guadalajara,18,18-24,Masculino,Referido
U01388,2023-10-06,Argentina,Córdoba,20,18-24,Femenino,Orgánico
U01389,2023-01-15,México,Monterrey,43,35-44,Femenino,Publicidad digital
U01390,2025-07-02,Colombia,Barranquilla,52,45-54,Femenino,Redes sociales
U01391,2025-05-27,Chile,Concepción,41,35-44,Femenino,Referido
U01392,2025-07-07,Chile,La Serena,48,45-54,Masculino,Publicidad digital
U01393,2023-08-29,Perú,Lima,20,18-24,Masculino,Publicidad digital
U01394,2023-12-16,México,Ciudad de México,45,45-54,Femenino,Publicidad digital
U01395,2025-04-25,Colombia,Cali,35,35-44,Femenino,Redes sociales
U01396,2024-01-23,Chile,La Serena,31,25-34,Femenino,Referido
U01397,2025-01-28,México,Guadalajara,18,18-24,Masculino,Publicidad digital
U01398,2023-07-25,Colombia,Barranquilla,32,25-34,Femenino,Alianza comercial
U01399,2024-08-05,México,Puebla,48,45-54,Femenino,Redes sociales
U01400,2023-07-30,México,Guadalajara,18,18-24,Masculino,Publicidad digital
U01401,2023-05-12,España,Barcelona,51,45-54,Femenino,Orgánico
U01402,2023-06-15,Colombia,Bogotá,43,35-44,Masculino,Orgánico
U01403,2023-01-27,Chile,La Serena,37,35-44,Masculino,Redes sociales
U01404,2025-01-02,Perú,Lima,18,18-24,Femenino,Redes sociales
U01405,2025-01-02,México,Ciudad de México,31,25-34,No binario,Redes sociales
U01406,2023-07-19,Chile,Temuco,25,25-34,Masculino,Orgánico
U01407,2025-06-06,México,Monterrey,18,18-24,Masculino,Referido
U01408,2025-07-27,Ecuador,Quito,27,25-34,Femenino,Referido
U01409,2024-04-03,Perú,Arequipa,42,35-44,Prefiere no indicar,Orgánico
U01410,2025-08-31,México,Monterrey,37,35-44,Masculino,Orgánico
U01411,2023-05-28,España,Valencia,48,45-54,No binario,Redes sociales
U01412,2024-07-16,España,Barcelona,39,35-44,Masculino,Alianza comercial
U01413,2025-01-07,Chile,Concepción,22,18-24,Masculino,Redes sociales
U01414,2025-11-08,Argentina,Buenos Aires,32,25-34,Masculino,Referido
U01415,2023-12-15,Chile,Valparaíso,47,45-54,Masculino,Redes sociales
U01416,2024-07-20,Chile,Valparaíso,33,25-34,Masculino,Orgánico
U01417,2024-12-16,Chile,Santiago,18,18-24,Masculino,Orgánico
U01418,2023-05-24,Chile,Temuco,18,18-24,Femenino,Orgánico
U01419,2024-11-23,Perú,Trujillo,27,25-34,Femenino,Orgánico
U01420,2025-04-06,España,Valencia,29,25-34,Femenino,Publicidad digital
U01421,2024-03-28,Argentina,Mendoza,43,35-44,Femenino,Publicidad digital
U01422,2023-04-03,Colombia,Medellín,34,25-34,Femenino,Referido
U01423,2025-03-18,México,Monterrey,29,25-34,Femenino,Alianza comercial
U01424,2023-01-30,Colombia,Medellín,18,18-24,Masculino,Referido
U01425,2023-10-29,Colombia,Bogotá,31,25-34,Masculino,Alianza comercial
U01426,2025-11-03,Colombia,Cali,33,25-34,Masculino,Publicidad digital
U01427,2024-11-10,Chile,Concepción,52,45-54,Femenino,Orgánico
U01428,2024-02-12,Chile,Valparaíso,27,25-34,Femenino,Publicidad digital
U01429,2023-06-27,Chile,Concepción,29,25-34,Masculino,Publicidad digital
U01430,2025-03-26,Colombia,Cali,48,45-54,Masculino,Orgánico
U01431,2025-01-26,Perú,Trujillo,40,35-44,Masculino,Orgánico
U01432,2025-08-07,Colombia,Cali,45,45-54,Masculino,Orgánico
U01433,2023-12-28,España,Madrid,29,25-34,Femenino,Redes sociales
U01434,2024-03-24,Colombia,Bogotá,18,18-24,Femenino,Redes sociales
U01435,2023-06-11,Chile,Temuco,26,25-34,Masculino,Redes sociales
U01436,2024-08-16,Chile,La Serena,48,45-54,Femenino,Orgánico
U01437,2023-05-07,Perú,Cusco,29,25-34,Femenino,Publicidad digital
U01438,2025-10-07,Perú,Trujillo,50,45-54,Femenino,Publicidad digital
U01439,2025-05-11,Chile,La Serena,33,25-34,Masculino,Publicidad digital
U01440,2025-03-27,Chile,Valparaíso,28,25-34,Femenino,Publicidad digital
U01441,2025-04-14,México,Guadalajara,18,18-24,Femenino,Alianza comercial
U01442,2024-03-13,Chile,La Serena,36,35-44,Masculino,Referido
U01443,2023-04-25,Chile,La Serena,27,25-34,Masculino,Orgánico
U01444,2023-12-26,Colombia,Bogotá,48,45-54,Femenino,Orgánico
U01445,2025-11-17,Chile,Concepción,58,55+,Masculino,Publicidad digital
U01446,2024-05-05,Colombia,Bogotá,40,35-44,Femenino,Referido
U01447,2025-01-22,Argentina,Buenos Aires,38,35-44,Masculino,Alianza comercial
U01448,2024-10-20,Argentina,Rosario,31,25-34,Masculino,Publicidad digital
U01449,2025-01-16,Chile,Temuco,29,25-34,Femenino,Orgánico
U01450,2023-07-29,España,Valencia,37,35-44,Masculino,Referido
U01451,2023-07-20,Argentina,Rosario,40,35-44,Masculino,Orgánico
U01452,2024-10-18,España,Valencia,39,35-44,Masculino,Orgánico
U01453,2025-01-23,Colombia,Bogotá,34,25-34,Masculino,Orgánico
U01454,2024-02-09,Perú,Cusco,51,45-54,Masculino,Publicidad digital
U01455,2024-03-04,Argentina,Mendoza,46,45-54,Masculino,Orgánico
U01456,2024-05-18,Chile,La Serena,24,18-24,Femenino,Orgánico
U01457,2024-05-12,Ecuador,Guayaquil,56,55+,Femenino,Publicidad digital
U01458,2025-10-03,Ecuador,Guayaquil,60,55+,Femenino,Orgánico
U01459,2024-05-18,España,Sevilla,25,25-34,Femenino,Redes sociales
U01460,2025-08-14,Chile,La Serena,37,35-44,Masculino,Orgánico
U01461,2023-05-01,Chile,La Serena,51,45-54,No binario,Publicidad digital
U01462,2023-12-20,Colombia,Medellín,39,35-44,Femenino,Orgánico
U01463,2025-08-29,Ecuador,Quito,18,18-24,Femenino,Referido
